time_ns,ax,ay,az,wx,wy,wz
1765227967789020945,-6.773,-4.545,-5.261,0.355989,0.221473,-0.292391
1765227967815259703,-12.234,-4.257,-1.671,0.140425,-0.124828,0.110348
1765227967840247000,-2.953,-6.544,-10.621,-0.33497,-0.27093,0.053435
1765227967865356047,-27.066,-11.985,-15.812,-1.148642,0.129111,0.500922
1765227967890673220,-3.25,-3.734,-6.165,0.933151,0.842097,-0.431282
1765227967914565556,-3.724,-3.931,-1.554,-0.090696,-0.63597,0.172444
1765227967940102313,-5.91,2.886,6.676,-0.346614,-0.036665,-0.258913
1765227967965117735,-0.075,-2.638,8.987,-0.053294,-0.524315,-0.712791
1765227967989676865,-7.979,-2.887,-6.434,-0.133065,-0.649846,0.706882
1765227968015282871,-5.355,2.082,-0.341,0.610845,-0.075088,-0.288296
1765227968039397833,-1.13,-2.197,-6.953,-0.602983,-0.307057,-0.319779
1765227968064598797,-18.419,-3.712,-14.171,-0.541435,0.07393,0.223693
1765227968090137179,-8.857,-5.318,-5.285,-0.779995,-0.397818,0.230223
1765227968114387058,-12.585,-8.919,-15.619,-0.059773,0.177509,0.207192
1765227968139354522,-7.375,-3.572,-10.497,-0.391427,0.021012,0.019546
1765227968163949735,-8.791,0.591,5.305,-0.233643,-0.04191,-0.511448
1765227968189213907,-7.849,0.673,2.083,0.28549,-0.337196,0.263736
1765227968214879914,-8.878,-7.494,-22.346,0.231873,-0.005808,-0.271926
1765227968239184251,-2.995,-7.78,4.806,1.724639,0.198037,0.492559
1765227968264254299,-9.638,-3.384,1.503,0.077031,-0.132377,0.115482
1765227968289719638,-4.669,-4.211,-3.195,0.33307,0.100187,-0.41789
1765227968314116018,-15.914,-1.696,-14.34,-0.011289,0.456481,-0.287971
1765227968338676647,-3.927,-6.837,2.098,0.241918,0.135513,0.214229
1765227968363700653,-7.871,-5.557,-1.596,-0.068111,-0.189449,-0.025957
1765227968388696158,-9.433,-3.041,-9.543,0.085081,0.081034,-0.418568
1765227968414081789,-21.953,-14.79,-6.052,-0.908634,0.052164,-0.141082
1765227968438901503,-7.092,1.155,-13.953,0.539338,-0.090776,0.238587
1765227968464381842,-5.045,1.415,-9.273,0.952115,-0.292411,0.011303
1765227968488576221,-4.909,-7.746,1.411,-0.572554,0.134451,-0.154311
1765227968514269728,-2.972,-0.966,-5.819,0.812784,-0.338504,0.300481
1765227968539319609,-6.772,0.629,-1.84,-0.593087,-0.148756,-0.401734
1765227968564228739,-7.928,-7.025,-9.677,-0.448683,-0.015998,0.101249
1765227968589243036,-2.77,-0.808,-0.875,-0.290021,-0.058225,-0.061696
1765227968614208375,-13.421,-5.841,-11.25,-0.291001,-0.10521,0.354503
1765227968639595506,-11.267,-5.258,-9.135,-0.001388,-0.339009,-0.14899
1765227968664146969,-15.417,-7.423,-5.063,0.667894,0.274185,-0.04652
1765227968689141932,-5.844,-1.273,-12.524,0.662727,0.073291,0.104999
1765227968714129605,-4.634,-7.185,-1.969,-0.902993,-0.463573,-0.063925
1765227968739189693,-19.632,-4.642,-11.402,-1.106262,0.05626,0.273054
1765227968764088157,-6.589,-3.201,-6.044,-0.185725,-0.184935,0.152308
1765227968789447996,-5.641,-9.583,3.685,0.577397,0.273801,-0.193667
1765227968814521210,-7.037,2.589,-10.448,1.554459,0.341981,0.128888
1765227968839854800,-14.701,-8.291,-18.335,0.219438,0.46242,-0.027876
1765227968864116304,-3.189,-0.019,-13.589,1.263337,0.245518,-0.064918
1765227968889348851,-8.652,-10.245,-4.951,-0.683162,0.515006,0.304087
1765227968914675607,-4.908,-4.899,-9.99,-0.35105,-0.405342,0.230519
1765227968939032737,-5.226,-1.422,-2.062,0.022902,0.047397,-0.062215
1765227968964378993,-7.63,-6.956,-9.942,0.228916,-0.059723,0.209032
1765227968989037623,-11.36,-0.793,-12.376,0.663946,-0.330691,0.097492
1765227969014115253,-11.49,-6.696,-18.471,-0.262645,0.44001,-0.188364
1765227969039161259,-5.205,-6.395,-0.71,-0.623104,-0.163522,-0.065259
1765227969063729222,-5.112,-1.77,-12.01,0.232773,-0.374903,0.093273
1765227969089080978,-9.613,-8.89,-7.891,-0.008801,0.376923,0.526812
1765227969114442984,-6.858,-4.659,5.95,-0.287776,0.259095,-0.145704
1765227969138884322,-8.723,-6.218,-6.874,-0.428473,-0.164754,0.150469
1765227969163638952,-9.785,-9.528,-11.138,-0.235013,-0.389439,0.643401
1765227969188538124,-6.419,-1.225,1.211,-0.483983,-0.296261,0.218461
1765227969214968173,-14.284,-3.844,-3.484,1.029694,0.262263,0.361244
1765227969238930635,-20.403,-1.298,-11.185,1.127082,0.419819,0.018437
1765227969264862226,-3.88,-10.494,-5.882,0.698186,0.177002,0.432231
1765227969288801813,-11.79,1.899,14.104,0.679139,0.262169,-0.687209
1765227969314640945,-9.962,-13.866,3.543,-1.41134,1.248467,-0.064496
1765227969339982409,-4.281,-4.016,-4.443,0.423515,0.032128,-0.016529
1765227969364462205,-2.269,1.629,2.189,0.896223,0.024827,0.22755
1765227969389361210,-1.917,-4.353,4.887,0.096662,0.338374,0.215501
1765227969414470091,-2.345,-1.053,-8.82,-0.288125,-0.44161,0.570121
1765227969439315805,-7.034,-1.174,-0.815,0.439493,0.039606,-0.267438
1765227969464663644,-13.394,-7.852,-12.309,-0.360663,0.028158,0.199935
1765227969489882108,-3.348,-1.466,-0.47,0.401119,0.081748,0.093489
1765227969514312988,-13.088,-5.676,-23.429,0.142611,0.162437,0.252195
1765227969540155245,-4.656,-3.317,-3.969,0.078312,0.05632,0.247384
1765227969564374457,-1.58,-1.213,0.435,0.211535,-0.05891,0.058692
1765227969589141295,-9.091,-3.934,1.618,0.105856,0.078006,-0.258282
1765227969614204301,-4.397,-0.95,-5.948,-0.218553,-0.274943,-0.057774
1765227969639102431,0.325,-0.529,3.122,-0.055435,0.026957,-0.237839
1765227969664158853,-6.819,4.266,5.038,1.8746,-0.247014,-0.092241
1765227969690022069,-11.832,-14.812,-10.48,-0.23649,0.125909,0.106859
1765227969714030239,-3.296,-8.854,-5.264,0.050885,0.810213,0.05377
1765227969739378787,-3.485,-0.746,-5.985,-0.246317,-0.789664,0.25396
1765227969764003708,-3.62,-2.814,-8.61,0.343307,0.047895,-0.432007
1765227969789097589,0.803,2.701,2.381,0.591422,-0.394271,0.196614
1765227969814294678,-14.109,-6.145,-5.375,0.120013,0.218113,0.07673
1765227969839167017,-6.412,-1.228,-0.271,-0.1619,-0.311136,-0.761933
1765227969864533523,-12.18,-4.205,-10.386,-0.233648,-0.228905,0.176692
1765227969889267361,-5.405,-4.364,1.935,-0.724212,0.310893,-0.186056
1765227969914446950,-11.067,-1.926,-4.353,-0.137367,-0.355135,0.000986
1765227969939413747,-7.232,-8.56,1.337,-1.044571,0.183868,-0.138573
1765227969964493920,-14.301,-5.494,-12.049,-0.153468,-0.23012,0.200652
1765227969988904549,-7.699,-4.163,-6.281,-0.394829,-0.108624,0.00586
1765227970014802848,-4.885,0.007,-2.546,0.180466,-0.215802,0.136496
1765227970040197271,-13.135,-4.755,-16.054,0.596907,-0.178709,0.743098
1765227970064737317,-2.247,0.277,-3.173,-0.121199,-0.695017,-0.048897
1765227970089677364,-2.178,-2.704,0.027,-0.226186,-0.568781,-0.435811
1765227970115023078,-18.699,-4.389,-17.414,-2.040487,-0.003826,-0.150004
1765227970139570291,-9.872,-13.46,-24.736,-0.05985,0.334435,0.310271
1765227970164585755,-12.438,-7.042,-3.543,-0.163228,0.047566,-0.424819
1765227970190119845,-11.404,-2.495,-16.245,0.476433,0.008934,0.911654
1765227970214515558,-6.855,-6.628,-10.975,0.469607,0.27516,-0.092492
1765227970239922647,-7.019,-3.278,1.712,-0.381431,-0.449945,0.056962
1765227970264468527,-2.861,0.527,-8.653,0.933012,0.044267,-0.20479
1765227970290043908,-16.116,-0.396,-1.486,1.231282,0.41449,-0.163474
1765227970314520038,-1.068,-0.518,6.605,-0.513313,-0.214063,-0.064904
1765227970339087376,-17.869,-7.269,-2.678,0.233908,0.003899,0.4936
1765227970364054090,-9.694,-2.436,-8.531,0.646978,0.491309,-0.092682
1765227970388900136,0.397,-3.479,-2.055,0.423969,-0.100398,0.332581
1765227970413908850,-10.873,-2.191,-1.76,-0.359893,-0.07878,0.286052
1765227970438921606,-17.177,-8.967,-10.868,-0.157088,0.430146,0.232734
1765227970463830819,-12.975,-3.723,3.182,2.063937,0.542628,-0.133886
1765227970489633618,-9.791,-5.474,-6.149,0.002036,0.246662,0.625468
1765227970513723372,-16.039,-7.7,-15.279,-1.499671,-0.211024,0.131539
1765227970539448795,-1.481,-2.687,1.766,-0.85763,0.144167,-0.277365
1765227970563728924,-9.367,-0.041,7.098,-1.048416,-0.358957,-0.075525
1765227970588671555,-5.27,-2.488,-2.349,0.336451,0.207009,-0.437917
1765227970613509768,-9.782,-7.809,-11.946,-0.064431,0.423374,-0.195872
1765227970639102650,-7.582,0.246,-1.421,-0.374685,-0.206219,0.087025
1765227970664563198,-20.803,-1.116,-6.15,-0.531716,0.061369,-0.06872
1765227970689051952,-9.248,-9.332,-5.004,-0.170692,0.491568,-0.532013
1765227970714506625,-1.666,-4.818,-17.558,0.796625,0.088899,0.646356
1765227970739811382,-7.482,2.182,-0.465,0.487238,0.002849,-0.162795
1765227970764318261,-9.66,0.125,-2.945,-0.26781,-0.043188,-0.114969
1765227970788642640,-4.336,-1.684,-3.512,-0.344738,-0.25197,0.114042
1765227970814832190,-4.979,-3.51,2.294,-0.492591,-0.280606,-0.252701
1765227970839545820,-7.112,-2.897,-6.987,0.311862,-0.226629,0.171275
1765227970864826909,-7.976,-5.486,-3.936,0.261747,0.316278,-0.30377
1765227970889629206,-5.456,1.748,7.657,0.021593,0.142205,-0.213126
1765227970915048587,-5.556,-5.311,-9.471,-0.623168,-0.289772,0.280993
1765227970940120926,-11.387,-2.861,4.12,-0.414342,0.107831,0.058223
1765227970964554264,-14.842,-7.768,-11.463,-0.062648,0.432659,-0.247157
1765227970989944603,-10.509,-5.248,-9.858,0.194904,0.311588,-0.546314
1765227971014558775,-5.276,-3.015,0.107,0.372146,-0.088354,0.03917
1765227971039687614,-12.359,-4.259,-8.094,-0.714967,-0.334208,0.239038
1765227971064495119,-4.544,-2.825,-8.646,0.54207,-0.072738,0.278375
1765227971089362874,-10.138,-0.866,-0.334,0.010978,0.068951,-0.270438
1765227971114547630,-2.668,2.25,6.118,-0.321562,-0.771795,0.012976
1765227971139265343,-4.241,1.78,-2.181,-0.81326,-0.495384,-0.041946
1765227971164415307,-4.663,-1.048,-1.318,0.058398,-0.11037,-0.239463
1765227971189623022,-6.349,4.692,2.235,0.975296,-0.034011,0.081931
1765227971214308860,-9.495,-2.48,1.069,-0.062119,-0.269713,-0.082955
1765227971239362824,-8.078,-2.429,-7.091,0.576935,0.202861,-0.593514
1765227971264230537,-7.193,-1.252,6.112,-0.433454,-0.253632,-0.079209
1765227971289563960,-8.128,-3.145,-13.608,0.144947,-0.087148,-0.168342
1765227971314671632,-9.892,-4.898,-3.733,-0.508054,-0.000805,-0.213657
1765227971338726261,-8.167,1.985,-0.685,0.133219,0.151356,-0.034867
1765227971364121142,-16.464,-7.87,-6.568,-0.388413,0.325097,-0.763459
1765227971388691647,-13.041,-8.93,-12.314,0.594459,0.25347,0.083362
1765227971413534611,-7.386,-6.564,-10.117,-0.24285,-0.052466,0.020658
1765227971438555033,-7.1,-6.077,2.729,-0.22229,-0.06407,-0.148725
1765227971464321415,-10.55,-10.394,-18.47,-0.533596,-0.235256,0.44799
1765227971488342710,-5.896,-3.951,0.231,-0.717747,-0.2022,0.400077
1765227971514217092,-8.194,-6.705,-6.381,-0.126123,0.034753,0.235405
1765227971539214348,-1.862,-2.58,-0.569,-0.147077,-0.091113,0.038103
1765227971564214937,-5.476,1.138,-7.969,0.188264,0.005287,-0.313294
1765227971589150484,-15.213,-8.385,-10.525,-0.19139,0.414632,-0.711081
1765227971614122406,-11.015,-9.81,-7.094,-0.635543,-0.221109,0.018712
1765227971639082411,-15.48,-9.223,-10.719,-0.644487,0.109583,-0.075282
1765227971664103625,-3.904,-2.18,-3.014,-0.105302,-0.476791,0.029876
1765227971689112256,-13.122,-3.67,-16.774,-0.175194,-0.226719,0.134407
1765227971714119178,-9.316,-6.118,-12.479,0.852697,0.430839,0.270475
1765227971738952058,-6.245,-3.666,-17.431,0.597932,0.023837,-0.146555
1765227971763957480,-2.152,0.99,-0.667,0.197263,-0.046867,-0.220464
1765227971789000236,-6.415,-4.268,-5.91,-0.584983,-0.183041,0.051683
1765227971814439534,-10.775,-2.38,-5.076,-0.67813,-0.232111,-0.037087
1765227971839076038,-7.41,-3.763,-2.156,-0.148633,-0.272936,0.186797
1765227971864401003,-11.983,-3.696,-3.286,-0.015556,-0.12919,0.24402
1765227971888977633,-9.123,-3.69,-8.526,0.239651,0.127411,-0.158819
1765227971914663264,-9.07,-0.289,-2.476,-0.105223,-0.409305,0.216673
1765227971939737645,-8.317,-3.111,-3.249,-0.04816,-0.02392,-0.029984
1765227971963927649,-2.671,-1.923,8.485,-0.400038,0.137652,-0.123644
1765227971989890740,-6.748,-3.922,-17.005,-0.564027,-0.330442,0.072176
1765227972014226161,-5.131,-2.849,-1.178,-0.303435,-0.188355,-0.302618
1765227972039577542,-6.005,0.112,6.367,0.555553,0.06818,0.067717
1765227972064220172,-7.093,-3.934,-1.934,-0.212918,0.055073,-0.084907
1765227972088795885,-6.348,-4.168,-8.367,-0.087818,-0.208689,-0.00321
1765227972114093182,-7.711,-4.1,-7.448,-0.249529,0.022161,-0.233292
1765227972138958729,-8.008,-3.883,-3.902,-0.358969,-0.108079,-0.231932
1765227972164554236,-6.204,-5.261,-6.392,0.06984,-0.17582,-0.15792
1765227972189556158,-5.116,-1.311,-4.199,-0.202959,-0.195804,-0.112945
1765227972214716331,-7.885,-3.452,-3.566,-0.238749,-0.086457,-0.371369
1765227972240003670,-9.075,-2.767,-4.133,-0.3129,-0.104377,-0.203337
1765227972264609758,-4.742,-4.416,-5.31,-0.026527,-0.068875,-0.328968
1765227972289204304,-12.345,-2.604,-6.159,-0.847451,-0.213538,0.095551
1765227972315296020,-14.346,-7.131,-4.158,-0.939499,-0.122,-0.495052
1765227972339529191,-9.994,-2.335,-0.378,-0.658011,-0.546936,-0.299061
1765227972364837531,-10.295,-5.986,-7.029,-0.845759,-0.311926,-0.404239
1765227972389314243,-10.99,-5.363,-7.426,-1.015833,-0.400735,-0.48206
1765227972414654875,-7.191,-1.897,-0.953,-1.031201,-0.449976,-0.337573
1765227972440503548,-8.971,-3.365,-6.385,-0.39561,-0.405928,-0.275935
1765227972464455469,-10.306,-1.335,-2.08,-0.86587,-0.395149,-0.277836
1765227972490208975,-6.913,-6.406,-4.574,-1.040764,-0.267394,-0.452753
1765227972514264563,-5.697,-6.594,-6.192,-0.916362,-0.408176,-0.25287
1765227972540008069,-4.668,1.835,-6.014,-0.057941,-0.639607,-0.426901
1765227972564694199,-7.35,-0.811,0.28,-1.12644,-0.609644,-0.234711
1765227972589033995,-6.13,-0.163,-3.891,-1.14369,-0.464931,-0.00562
1765227972614412460,-6.064,-0.956,4.992,-0.847734,-0.994091,-0.993186
1765227972639472257,-10.085,-4.981,-2.388,-0.792024,-0.408252,-0.440461
1765227972664402388,-10.023,-5.71,-5.236,-0.558108,-0.188078,-0.515822
1765227972690552854,-8.774,-4.245,-6.356,-0.779638,-0.44434,-0.540219
1765227972714370524,-4.056,-3.889,-0.179,-0.589693,-0.312392,-0.679279
1765227972739882863,-14.646,-1.598,-5.742,-0.50271,-0.138381,-0.854327
1765227972764021909,-14.101,-7.981,-4.981,-1.019135,-0.224511,-0.520528
1765227972789226956,-14.617,-3.758,-6.254,-0.96268,-0.359979,-0.546595
1765227972815017338,-8.969,-7.796,-2.277,-0.800186,-0.139861,-0.703378
1765227972839394510,-7.907,-7.794,-2.416,-1.244179,-0.618054,-0.726172
1765227972863845972,-7.226,-5.974,-10.364,-0.199125,-0.184487,-0.497847
1765227972889137728,-9.434,-4.383,0.349,-1.149979,-0.518566,-0.481702
1765227972913918067,-7.232,-3.903,-5.118,-0.756187,-0.462384,-0.348708
1765227972939406948,-5.653,-3.094,-8.03,-0.500622,-0.417491,-0.446081
1765227972963606911,-9.328,-5.031,-3.457,-0.924416,-0.313985,-0.355163
1765227972988564166,-13.378,-2.42,-2.392,-0.951754,-0.457078,-0.33306
1765227973015324175,-9.612,-3.545,-4.807,-0.804258,-0.306057,-0.617446
1765227973039002053,-4.323,-1.85,-1.434,-0.547534,-0.363713,-0.037502
1765227973064503518,-3.945,-1.186,-2.995,-1.322648,-1.037186,-0.510442
1765227973090445650,-8.087,-3.345,-3.299,-0.539738,-0.253561,-0.574221
1765227973114655821,-10.695,-8.309,-12.266,-0.955686,-0.254828,-0.29994
1765227973139933910,-7.313,-5.481,-5.132,-0.382108,-0.337816,-0.549806
1765227973164315748,-9.412,-3.765,-3.586,-0.92194,-0.53523,-0.356187
1765227973189557421,-7.657,-6.889,-7.536,-1.261212,-0.467272,-0.072214
1765227973214536968,0.094,-0.041,-4.177,-0.236145,-0.515323,-0.247837
1765227973239673140,-7.224,0.118,-0.061,-0.646716,-0.428836,-0.542785
1765227973264308228,-8.268,-5.71,-11.902,-0.751049,-0.192998,-0.358636
1765227973290039485,-9.187,-6.289,-2.404,-0.682816,-0.117126,-0.429991
1765227973314105822,-13.529,-4.015,-5.298,-1.498606,-0.599244,-0.162487
1765227973340178622,-8.212,-6.048,-7.935,-0.668593,-0.089308,-0.181628
1765227973364147583,-5.066,-5.043,-2.3,-0.512063,-0.360113,-0.408797
1765227973389502465,-5.99,-4.22,-6.663,-1.081272,-0.459907,-0.074627
1765227973414138511,-5.753,-5.52,-7.792,0.454234,-0.135963,-0.126642
1765227973439992477,-4.543,-3.067,3.398,-0.255385,0.028061,-0.410205
1765227973464647482,-0.004,-1.213,-1.043,-0.731208,-0.363597,-0.184232
1765227973489472403,-6.805,-2.688,-6.054,-0.976356,-0.486126,-0.120158
1765227973514607493,-7.631,-7.349,-11.682,-0.151093,-0.197947,-0.200882
1765227973539408373,-9.382,-3.528,-7.015,-0.345702,-0.08141,0.040055
1765227973564313920,-12.394,-3.834,-5.849,0.014625,-0.020889,-0.235264
1765227973589196467,-15.527,-7.635,-9.98,-0.04729,0.01156,-0.081289
1765227973614222514,-13.234,-10.119,-5.401,0.358149,0.330954,0.081425
1765227973639667645,-10.727,-2.539,-12.165,0.281748,-0.101263,-0.29864
1765227973663886774,-8.579,-4.82,0.119,-0.406584,-0.30771,0.010251
1765227973690006449,-6.335,-1.216,-1.523,0.157548,-0.109656,0.092509
1765227973715015163,-4.133,1.119,-2.131,-0.001409,-0.272479,0.115529
1765227973738589332,-6.55,-4.025,-7.629,0.10071,-0.069632,-0.107857
1765227973765692758,-8.854,-5.473,-8.552,-0.24699,-0.21222,-0.152341
1765227973789251136,-7.193,-3.599,-6.001,0.039589,-0.059812,-0.010563
1765227973815443019,-2.372,-2.859,-1.709,-0.09662,-0.113353,-0.095517
1765227973840343191,-8.558,-5.666,-6.041,-0.470127,-0.348199,0.079374
1765227973864415070,-9.002,-2.403,-13.197,-0.234301,0.064271,-0.139045
1765227973889703617,-6.972,0.356,-1.712,0.165884,-0.461047,0.060081
1765227973914665873,-2.822,-1.251,-3.223,0.053177,-0.146297,0.010143
1765227973939850962,-9.471,-5.272,-5.767,-0.46293,-0.259439,0.168529
1765227973965255427,-14.011,-1.065,-12.178,-0.188295,-0.261052,0.071647
1765227973989327847,-10.177,-7.235,-14.499,-0.398746,0.400803,0.101986
1765227974014448311,-7.287,-0.91,-13.484,0.325429,-0.611395,0.082457
1765227974039613067,-10.754,-0.185,-1.656,0.355289,0.035633,-0.20383
1765227974064330406,-6.415,-7.486,-10.384,-0.244194,0.300206,-0.207088
1765227974090145038,-6.805,-4.704,-1.3,-0.350307,-0.073174,-0.181847
1765227974114370250,-2.968,-1.938,-4.64,-0.178041,-0.100584,-0.054999
1765227974139617548,-0.383,-0.243,-8.265,-0.408288,-0.406401,0.033017
1765227974164054594,-8.89,-0.993,-9.305,-0.465787,-0.40561,-0.067084
1765227974189407850,-7.213,-4.939,-8.522,0.121294,-0.131819,-0.033527
1765227974214718523,-4.279,-2.153,0.488,-0.140353,0.133933,-0.001257
1765227974239048444,-2.551,-2.711,-5.051,0.574896,0.158358,-0.146597
1765227974264414158,-3.693,2.036,0.948,0.001677,-0.167391,-0.226104
1765227974289411164,-9.565,-5.507,-6.92,-0.380812,0.069932,-0.226977
1765227974314419753,-5.418,-0.245,-3.638,-0.406922,-0.53821,0.021825
1765227974339418425,-3.165,-2.466,-5.37,0.11161,0.228878,-0.083538
1765227974363511137,-3.172,0.897,-0.565,-0.874179,-0.148278,-0.274502
1765227974388500184,-10.936,-4.725,-6.854,0.016217,0.12101,-0.187026
1765227974413493148,-7.262,-4.839,1.104,-0.464342,-0.439439,-0.11633
1765227974438487779,-18.031,-5.342,-9.616,-0.883489,0.010921,0.0828
1765227974464311369,-9.253,-5.164,-1.817,0.819724,0.499092,-0.137328
1765227974488421957,-4.743,-4.243,-8.405,0.116336,0.127958,-0.101795
1765227974514390047,-8.295,-0.63,1.199,0.202708,-0.034233,-0.064786
1765227974539340386,-11.412,-0.479,-7.038,0.418373,-0.234006,-0.084643
1765227974564356725,-5.686,-5.48,0.049,0.158007,0.139668,-0.184252
1765227974589857190,-5.313,-0.918,-9.873,0.338887,-0.401108,0.498137
1765227974614303778,-0.883,-1.214,-4.058,0.13208,-0.034292,0.18778
1765227974639816034,-2.143,-1.787,2.431,-0.307621,-0.291056,-0.189471
1765227974664295789,-7.456,-4.181,-1.766,0.161867,0.072483,-0.233594
1765227974690153296,-4.398,-5.956,-7.081,-0.214711,0.158193,-0.1092
1765227974714189758,-6.194,-6.094,-9.234,-0.111346,-0.110618,0.335765
1765227974739178305,-3.658,-3.41,-6.011,0.065731,-0.122036,0.153825
1765227974764159852,0.05,-0.594,-4.987,-0.231414,-0.089971,0.057288
1765227974789536109,-0.282,2.452,4.025,-0.110413,-0.570466,-0.517967
1765227974814372572,-8.158,-6.791,-13.849,-0.599625,-0.045939,0.694685
1765227974839489911,-9.901,-6.744,-10.762,0.344349,0.666264,-0.257515
1765227974864100291,-6.249,0.189,2.474,0.13768,-0.188286,-0.154454
1765227974890255174,-9.165,-10.807,-9.995,-0.346538,0.240699,0.36842
1765227974914088927,-8.246,-4.814,-8.726,0.005876,0.149922,-0.05197
1765227974939235933,-4.666,-0.38,4.061,0.147972,0.213006,-0.33119
1765227974964382439,-3.284,-0.238,0.168,0.063626,-0.08195,-0.128982
1765227974989233694,-5.487,-6.276,-9.336,-0.094956,-0.265846,0.303781
1765227975014169241,-9.144,-8.931,-11.764,-0.27982,-0.061489,-0.011917
1765227975039338414,-10.297,-5.191,-11.228,-0.070856,0.474388,0.379576
1765227975064204211,-6.495,-4.257,-3.385,-0.239763,0.045322,-0.01237
1765227975089200758,-8.654,-5.855,-1.761,-0.333166,0.167295,-0.361766
1765227975113873763,-4.926,0.759,6.62,-0.848045,-0.527746,0.158362
1765227975139534311,-9.001,-1.091,-4.444,0.056113,-0.320708,-0.457462
1765227975164435609,-11.503,-7.723,-13.836,0.203591,0.19154,0.143098
1765227975189278114,-4.015,-3.836,-0.942,0.302226,0.065342,-0.036219
1765227975214632495,-10.365,-6.084,-11.577,-0.551608,-0.160532,0.152268
1765227975239079458,-6.494,-4.146,-6.902,-0.114723,-0.025745,0.212584
1765227975265435383,-8.507,-2.344,-4.782,-0.626601,-0.350683,-0.124626
1765227975290054138,-4.106,-1.47,1.425,0.296363,-0.049657,-0.217286
1765227975315030310,-0.54,5.955,-0.534,0.938041,-0.312105,0.369196
1765227975340379441,-5.853,-0.031,-3.011,-0.218346,-0.342529,-0.001511
1765227975364568862,-9.863,-0.933,-8.288,0.410772,-0.015886,-0.083321
1765227975390694619,-5.719,-6.454,-8.744,-0.359777,-0.174329,0.098118
1765227975414637998,-5.154,-3.475,-11.384,0.104543,-0.197517,0.168439
1765227975440024463,-5.923,-8.697,-9.345,-0.441156,0.283138,0.067819
1765227975464959801,-7.094,-3.878,-4.448,-0.172509,-0.016069,0.20801
1765227975489500931,-7.812,-2.241,-1.307,0.419943,-0.017317,-0.075508
1765227975515089563,-11.278,-5.743,-7.936,-0.338756,-0.048216,-0.014221
1765227975540337527,-8.891,-8.801,-9.913,-0.216129,0.083178,0.235143
1765227975564616448,-7.447,-4.447,-4.916,0.187326,0.048342,-0.021045
1765227975589669995,-8.867,-3.586,-3.25,-0.312727,-0.063306,0.133603
1765227975614245875,-7.964,-4.161,-0.785,-0.234831,-0.174273,0.005725
1765227975640200466,-7.389,-5.124,-7.125,0.811866,0.004543,0.133307
1765227975665186596,-5.949,-6.35,0.572,-0.060519,0.171993,-0.160285
1765227975690091935,-15.668,-4.526,1.74,-0.173961,0.107983,-0.19182
1765227975714436106,-10.748,-5.804,-4.253,0.829834,0.183831,-0.110718
1765227975739159903,-7.871,-0.077,7.721,0.175001,0.025686,-0.256763
1765227975764654701,-8.427,-6.078,-11.267,-0.180712,-0.050148,-0.049169
1765227975789041705,-0.994,-1.334,0.122,-0.376478,-0.089499,-0.043389
1765227975814908379,-3.317,0.405,2.147,0.313418,-0.195443,-0.133602
1765227975839930593,-5.585,-0.231,5.015,-0.088538,-0.488906,-0.174951
1765227975864113972,-9.772,-10.482,-7.283,-0.475363,0.16439,0.273629
1765227975889511645,-9.434,-3.943,-17.098,0.177522,0.102757,0.169067
1765227975914599943,-8.199,-7.847,-8.894,-0.079669,0.078508,0.108194
1765227975939302823,-12.726,-4.711,-3.807,0.257589,0.25467,-0.490302
1765227975963648077,-8.039,-3.367,-8.396,0.099613,-0.119243,0.088795
1765227975988940333,-3.685,-0.751,-3.641,0.226721,-0.074642,-0.231824
1765227976015047591,-7.629,-5.043,0.186,-0.367237,-0.032215,0.259833
1765227976039008094,-4.999,-1.365,-1.048,-0.500737,-0.454698,-0.056166
1765227976064635435,-7.143,2.111,-4.179,0.015961,-0.59109,0.174294
1765227976089884816,-12.924,-5.591,-14.927,0.366474,0.149924,0.178076
1765227976115077197,-2.324,-9.329,-7.858,-0.65427,0.376407,-0.058135
1765227976139624285,-3.208,0.676,1.113,-0.249096,0.130994,-0.319218
1765227976164465873,-14.389,-5.58,0.772,0.241166,0.463263,-0.091012
1765227976189626546,-3.588,-2.707,-3.117,0.013628,-0.00021,-0.240218
1765227976214575260,-9.368,-2.954,0.524,0.394831,0.113157,-0.091543
1765227976239632974,-15.221,-5.22,-1.543,-0.061137,0.222454,-0.444974
1765227976264901855,-4.814,2.398,-5.319,0.228839,-0.563745,0.272413
1765227976290405611,-10.386,-5.821,-9.817,0.404263,0.031218,0.152603
1765227976314262740,-4.176,-2.888,-2.633,1.428271,0.454812,0.115804
1765227976339167454,-3.202,-1.027,-3.641,0.077881,0.047264,-0.195094
1765227976364155292,-0.35,-6.7,-2.133,-0.102691,-0.051484,0.236027
1765227976389133423,-9.531,-2.336,-4.335,-0.27606,-0.166742,-0.027221
1765227976414280012,-7.081,-1.957,-8.091,0.918094,0.336742,-0.224603
1765227976439139226,-11.418,-1.046,-9.13,-0.089782,0.003974,-0.339197
1765227976464128606,-6.118,-4.271,7.921,0.080667,0.199725,-0.066243
1765227976489578488,-1.039,0.769,3.951,0.303252,-0.17921,0.161102
1765227976514283410,-2.215,1.52,6.713,-0.560806,-0.470943,0.399196
1765227976539685583,-0.494,-0.599,-18.917,0.112723,0.071846,0.148063
1765227976564178587,-8.701,2.366,12.238,0.21138,-0.514511,-0.051302
1765227976589321968,-6.403,-9.03,-13.381,-0.314527,0.933608,-0.298258
1765227976614191723,-4.695,-0.566,6.222,-0.626376,-0.311825,-0.328769
