time_ns,ax,ay,az,wx,wy,wz
1765227812488328904,-7.966,-3.7,-4.482,0.000303,-0.001184,0.000233
1765227812512989406,-7.974,-3.703,-4.525,0.000942,-0.000463,6e-06
1765227812537779782,-7.964,-3.684,-4.491,-0.000623,-0.001043,-0.000621
1765227812562723159,-7.952,-3.688,-4.515,0.000714,-0.001421,0.000528
1765227812588324704,-7.944,-3.684,-4.494,0.001112,-0.000771,-0.000781
1765227812613279747,-7.957,-3.693,-4.509,0.001527,0.001023,-0.000969
1765227812638186415,-7.956,-3.685,-4.509,-1.9e-05,0.001458,0.000502
1765227812664230752,-7.954,-3.7,-4.51,-0.00042,0.00055,-0.000527
1765227812688019752,-7.952,-3.693,-4.5,-0.00029,-0.000437,-0.000259
1765227812713940172,-7.957,-3.683,-4.484,0.002178,-0.000497,0.001436
1765227812738951466,-7.923,-3.678,-4.479,-0.00024,-0.000401,-0.002083
1765227812763359675,-7.925,-3.677,-4.497,0.000602,-0.001112,0.000502
1765227812789195512,-7.945,-3.699,-4.493,-0.00141,0.000173,-0.001461
1765227812814082597,-7.907,-3.693,-4.495,-0.001196,-0.001136,-0.00074
1765227812838329806,-7.973,-3.708,-4.447,-0.000514,-5.8e-05,-0.001826
1765227812864086892,-7.942,-3.699,-4.477,0.001854,0.001406,-0.001163
1765227812888516518,-7.961,-3.692,-4.473,0.000801,0.001473,-0.001218
1765227812913652603,-7.946,-3.665,-4.491,0.002467,-0.000675,0.002237
1765227812939032648,-7.954,-3.698,-4.493,-0.000328,-0.001166,-0.001074
1765227812963318232,-7.934,-3.678,-4.5,0.001211,-0.001587,0.00137
1765227812988855318,-8.005,-3.694,-4.494,-0.000357,8.9e-05,-0.00086
1765227813013210735,-7.93,-3.688,-4.479,0.000219,-0.000484,0.000102
1765227813038265237,-7.961,-3.693,-4.493,0.00041,-0.002405,2.1e-05
1765227813063586990,-7.924,-3.688,-4.486,0.00226,-0.001179,0.001984
1765227813088290783,-7.997,-3.699,-4.507,0.001015,0.001116,-0.000793
1765227813113532035,-7.947,-3.693,-4.5,0.001294,0.000163,0.000411
1765227813138094744,-7.982,-3.715,-4.522,-0.000316,-0.000103,-0.001435
1765227813163392539,-7.939,-3.693,-4.491,0.000236,0.000304,0.000651
1765227813188421665,-7.954,-3.712,-4.471,0.0022,0.000204,0.00049
1765227813213160375,-7.922,-3.674,-4.496,-0.000335,0.000422,8.9e-05
1765227813238662378,-7.952,-3.69,-4.488,0.000566,-7.6e-05,-0.000351
1765227813262800170,-7.903,-3.672,-4.436,-0.000126,0.001055,-0.000371
1765227813288394298,-7.92,-3.698,-4.471,-0.001374,-0.001096,0.000597
1765227813313358967,-7.947,-3.687,-4.45,-0.001239,-9.2e-05,-0.000976
1765227813338289385,-7.951,-3.71,-4.484,-0.000785,-0.001837,-0.001181
1765227813363048636,-7.934,-3.688,-4.464,-0.000678,0.000755,5e-06
1765227813387718138,-7.918,-3.704,-4.484,0.001909,0.000189,0.00045
1765227813412940182,-7.917,-3.665,-4.471,-0.000117,-0.000783,-0.001353
1765227813438947477,-7.964,-3.668,-4.476,0.001775,0.0002,0.000798
1765227813464033271,-7.962,-3.694,-4.485,-0.001158,-0.001184,-0.000855
1765227813487501645,-7.923,-3.686,-4.476,0.000816,-0.000549,0.000842
1765227813513568774,-7.936,-3.682,-4.504,-3.5e-05,-0.00117,-0.000966
1765227813537175648,-7.944,-3.686,-4.494,0.001073,0.000165,0.000106
1765227813563123443,-7.973,-3.684,-4.48,0.001126,0.000912,-0.001768
1765227813588059570,-7.977,-3.687,-4.508,0.00319,-0.000464,0.000302
1765227813613101447,-7.978,-3.719,-4.491,-0.000138,-0.000579,-0.001858
1765227813638129741,-7.952,-3.691,-4.509,0.000292,-0.00101,-8.5e-05
1765227813663051784,-7.993,-3.726,-4.51,-3.2e-05,0.000749,-0.000471
1765227813688045411,-7.915,-3.673,-4.51,0.00187,-0.000252,0.001211
1765227813713098913,-7.966,-3.682,-4.546,0.001417,-6.6e-05,0.000156
1765227813738605249,-7.952,-3.716,-4.503,0.000641,-0.000484,9e-05
1765227813762931583,-7.943,-3.689,-4.484,-0.000865,0.001767,-0.00129
1765227813787867460,-7.956,-3.68,-4.489,0.000693,0.000585,3e-05
1765227813812931212,-7.963,-3.721,-4.491,-0.00086,-0.000571,-0.000623
1765227813838585298,-7.934,-3.684,-4.502,-1.7e-05,-0.000355,-0.00042
1765227813863464175,-7.967,-3.713,-4.51,-0.00022,-0.001937,-0.000507
1765227813887702384,-7.936,-3.679,-4.51,0.000181,-9.4e-05,-0.000505
1765227813912819886,-7.965,-3.67,-4.532,-0.000367,-0.001501,-0.000479
1765227813937789096,-7.938,-3.684,-4.515,-0.000863,-0.000433,0.001559
1765227813962676515,-7.945,-3.671,-4.502,-0.000618,-0.000173,0.00037
1765227813987670141,-7.913,-3.672,-4.463,0.000141,0.000225,-0.000711
1765227814012684643,-7.951,-3.694,-4.495,0.001399,-0.00014,0.000169
1765227814038147646,-7.923,-3.671,-4.477,-0.000331,0.000112,0.000357
1765227814063115481,-7.928,-3.688,-4.473,0.000757,-0.00044,0.000838
1765227814087806233,-7.944,-3.69,-4.469,-0.000855,0.000726,-0.000471
1765227814113047902,-7.956,-3.704,-4.518,0.00086,-0.000358,9e-05
1765227814137556319,-7.961,-3.7,-4.513,6.6e-05,-0.00154,-0.000111
1765227814162946655,-7.994,-3.681,-4.505,0.00212,-0.000313,-0.000213
1765227814188004907,-7.976,-3.706,-4.514,0.000276,-0.001221,0.001558
1765227814213898578,-7.947,-3.691,-4.517,0.001552,0.001253,2.3e-05
1765227814239254788,-7.954,-3.678,-4.471,-0.001203,0.000478,-5e-06
1765227814263531289,-7.971,-3.697,-4.503,0.000653,0.000455,-0.00063
1765227814288840125,-7.956,-3.691,-4.468,-0.000266,1.4e-05,-0.001414
1765227814313694585,-7.943,-3.69,-4.508,0.002055,-0.001264,0.001183
1765227814338651878,-7.962,-3.703,-4.558,0.000443,-4e-05,2.2e-05
1765227814363986964,-7.92,-3.624,-4.453,-0.003822,0.005447,-0.005891
1765227814388403174,-8.003,-3.789,-4.366,0.029052,0.007195,-0.000896
1765227814413238883,-7.972,-3.507,-4.058,0.003243,0.006313,0.023212
1765227814438061677,-7.958,-3.571,-4.681,0.015879,-0.009699,-0.005009
1765227814463370846,-7.817,-3.678,-4.528,-0.028678,-0.012435,-0.012081
1765227814488396348,-7.876,-3.847,-4.571,-0.020828,-0.020787,-0.001814
1765227814513205141,-7.895,-3.778,-4.465,0.014592,0.013872,0.007322
1765227814538350227,-7.965,-3.707,-4.467,0.012306,0.001589,0.011748
1765227814563386104,-8.017,-4.091,-4.083,-0.000343,0.014787,0.000345
1765227814588174480,-7.623,-3.685,-5.275,0.084456,0.011688,0.068345
1765227814613353566,-7.311,-3.478,-4.927,-0.047124,-0.038817,-0.047778
1765227814637989275,-8.079,-4.259,-4.816,-0.082901,-0.035063,-0.056533
1765227814663333486,-7.797,-3.841,-4.302,0.044733,0.049365,0.02844
1765227814689175781,-7.495,-4.424,-4.679,0.144859,0.069649,0.121203
1765227814713171115,-7.14,-4.208,-5.19,0.054201,0.033725,0.023206
1765227814738173783,-7.115,-4.414,-5.289,0.075597,0.029073,0.043054
1765227814763187119,-7.264,-4.853,-5.173,0.060428,0.066455,0.06815
1765227814788099620,-7.304,-4.566,-5.495,0.137112,0.096047,0.069732
1765227814812806663,-6.812,-4.444,-5.267,0.166655,0.085945,0.079425
1765227814838129166,-7.545,-4.348,-5.296,0.197463,0.057555,0.114384
1765227814863092709,-6.615,-4.165,-5.306,0.038247,0.15132,0.040692
1765227814888003961,-7.9,-3.439,-4.154,0.319096,0.073498,0.155346
1765227814913159797,-7.492,-3.794,-4.963,0.202675,0.193927,0.120444
1765227814938917008,-7.472,-3.594,-5.043,0.264393,0.105491,0.226136
1765227814963813302,-8.346,-4.399,-5.581,0.496376,0.191248,0.204446
1765227814987943302,-8.746,-4.487,-5.501,0.558182,0.141845,0.330499
1765227815013703805,-8.691,-1.686,-3.099,0.511092,0.265422,0.173243
1765227815038302515,-7.146,-3.92,-5.661,0.544509,0.101828,0.380911
1765227815063633893,-7.851,-4.288,-4.808,0.501251,0.247447,0.231563
1765227815089182729,-6.66,-3.767,-6.164,0.399449,0.243589,0.24579
1765227815114505315,-8.078,-3.407,-2.09,0.463293,0.245814,0.368215
1765227815138331898,-7.001,-3.312,-5.722,0.352561,0.251208,0.257924
1765227815163538942,-7.913,-3.478,-4.502,0.774986,0.347975,0.393306
1765227815188329235,-6.351,-3.651,-5.278,0.500487,0.286782,0.376141
1765227815213519279,-6.22,-3.031,-4.088,0.773017,0.304516,0.348971
1765227815238480281,-7.152,-1.605,-3.448,0.966218,0.30799,0.26763
1765227815263294741,-6.128,-3.213,-5.802,0.767333,0.27199,0.32166
1765227815288362076,-6.896,-4.943,-5.233,0.592186,0.266671,0.342353
1765227815313441328,-8.883,-4.176,-4.58,0.747162,0.336837,0.407741
1765227815338542122,-10.055,-3.833,-6.704,0.831081,0.270007,0.456006
1765227815363367582,-7.834,-5.946,-6.477,0.429168,0.37054,0.370886
1765227815388700501,-7.676,-4.648,-5.609,0.846235,0.300235,0.550578
1765227815412883293,-6.425,-3.918,-4.671,0.242986,0.338104,0.369062
1765227815437814295,-7.36,-3.912,-7.327,0.802187,0.284278,0.279045
1765227815462821089,-8.612,-2.259,-6.335,0.679512,0.376751,0.326487
1765227815487851174,-3.029,-4.302,-3.065,-0.329423,0.356774,0.227563
1765227815512658009,-8.213,-0.175,-2.448,0.821031,0.268132,0.374961
1765227815537783761,-8.313,-5.343,-6.237,0.189069,0.334001,0.338093
1765227815562614388,-9.995,-4.211,-4.683,0.608206,0.477045,0.313722
1765227815588044516,-7.403,-4.316,-4.447,0.475822,0.344646,0.472319
1765227815612780976,-9.338,-1.658,-5.539,1.165366,0.22401,0.35173
1765227815638043186,-11.256,-6.223,-9.308,0.518979,0.371685,0.151741
1765227815663070605,-8.005,-4.637,-6.641,0.582557,0.368539,0.273536
1765227815688217232,-11.837,-1.784,-3.464,0.708875,0.374913,0.274517
1765227815714005652,-3.886,-3.301,-1.441,0.12709,0.375771,0.140826
1765227815738230319,-7.813,-1.05,-3.884,0.735023,0.252464,0.258888
1765227815763800739,-1.473,-5.429,-2.903,0.606141,0.277914,0.344816
1765227815788643866,-5.899,-2.032,-3.118,0.878252,0.244988,0.376791
1765227815813249367,-9.425,-4.478,-6.623,0.543627,0.200316,0.329324
1765227815838230494,-5.596,-1.588,-6.527,1.054266,0.088363,0.517079
1765227815863249954,-8.051,-5.967,-8.163,0.172701,0.454273,0.127549
1765227815888641415,-2.776,-2.163,-0.551,0.978597,-0.009961,0.166518
1765227815913643084,-6.511,-5.283,-5.06,-0.307307,0.216894,0.229455
1765227815938285127,-2.52,0.534,-0.427,0.611276,0.128426,0.153181
1765227815963484379,-9.563,-0.232,-2.061,0.247866,0.202332,0.172501
1765227815988448423,-6.212,0.444,-1.606,0.735669,-0.008208,-0.006861
1765227816013128299,-9.943,-5.994,-1.569,-0.738591,0.705625,0.025669
1765227816038459385,-3.191,-1.672,-4.42,0.4963,0.079252,0.255327
1765227816063118553,-7.052,-3.134,4.255,0.120598,0.529142,0.22843
1765227816088293222,-4.812,-2.738,4.447,-0.740035,0.436533,-0.373305
1765227816113018557,-7.676,-8.494,-9.464,-0.333592,0.076482,0.071927
1765227816138436976,-7.601,0.496,-2.338,0.333262,0.222517,0.225919
1765227816162912102,-7.993,-6.888,-8.283,-0.382756,0.025117,0.175976
1765227816188322605,-8.912,-5.138,-0.081,0.177097,0.144996,0.086899
1765227816213217357,-6.663,-1.774,-1.97,0.703711,0.204217,0.256524
1765227816238231359,-5.641,-3.382,-3.609,0.133363,0.313012,0.190569
1765227816262897902,-6.546,-4.449,-3.573,0.427968,0.140004,0.285418
1765227816288193321,-3.157,-1.066,-4.613,0.367818,0.124779,0.230833
1765227816313529782,-8.16,-2.965,-7.065,0.31959,0.128802,0.011313
1765227816338127866,-5.697,-5.749,-5.435,-0.064863,0.10102,0.031317
1765227816363213410,-4.33,-0.982,-5.745,0.315,0.014393,0.02322
1765227816387953662,-10.257,-0.505,-3.206,-0.00243,0.182417,-0.071574
1765227816412645663,-13.555,-8.384,-5.749,0.209277,0.142269,0.213024
1765227816437807290,-3.579,0.318,0.764,0.155732,-0.091114,-0.125326
1765227816462716084,-6.059,0.096,-3.414,-0.936661,0.61428,-0.351771
1765227816487458919,-5.772,-7.409,-4.584,0.206115,0.177248,0.395899
1765227816514305132,-3.144,0.303,-1.939,1.132009,0.151834,0.254638
1765227816537380798,-8.873,-2.536,-2.625,-0.732334,0.297651,-0.197561
1765227816563441135,-10.715,-9.057,-6.681,0.955676,0.029619,0.242176
1765227816588397387,-8.071,-4.572,-5.455,0.317643,0.092526,0.180686
1765227816614053973,-4.72,-2.775,-3.066,0.071995,0.187017,0.081163
1765227816639191434,-8.695,-1.272,-2.114,-0.349671,0.131949,0.019866
1765227816664077560,-6.645,-4.633,-7.097,0.20975,-0.012224,0.108172
1765227816689084354,-10.713,1.167,1.736,0.245947,-0.04785,0.147616
1765227816714130398,-10.433,-9.193,-4.278,-0.620589,0.240509,0.027278
1765227816739465525,-8.079,-4.588,-7.483,0.922388,-0.024309,0.425614
1765227816763399650,-14.026,-5.971,-10.528,0.598944,0.010091,0.231885
1765227816788631694,-10.444,-11.522,-12.093,0.467684,0.267101,0.309412
1765227816814100406,-7.143,-3.226,-4.903,-0.397875,0.003093,-0.049336
1765227816838309656,-0.351,3.37,-2.342,1.026993,-0.276128,-0.113851
1765227816863462033,-11.555,-4.597,-7.289,0.705296,0.221666,0.158491
1765227816887991076,-5.942,-2.612,-4.324,0.013876,0.162153,-0.1276
1765227816913277120,-11.053,-3.996,-9.793,1.286316,0.077103,0.12757
1765227816938395706,-13.625,-10.122,-11.03,-0.360537,0.02113,0.428833
1765227816963124541,-6.991,-12.552,-11.801,-0.357993,0.111431,0.077279
1765227816988461835,-13.102,0.205,-0.668,-0.023556,-0.163627,0.226919
1765227817012982961,-16.247,-11.144,-8.773,-0.171043,0.260722,0.414681
1765227817038633756,-9.029,0.487,-1.648,0.104373,0.2359,-0.377536
1765227817063393716,-10.779,-12.357,-6.367,-0.372818,0.000527,0.065571
1765227817088049092,-5.185,4.606,-4.335,-0.629043,-0.042069,0.000739
1765227817113147969,-6.581,-3.388,-8.165,-0.326407,0.044414,-0.00844
1765227817138129888,-8.503,-6.323,-7.565,0.340291,-0.077266,-0.018798
1765227817162963598,-8.807,-2.396,-6.718,0.135935,0.033928,0.037744
1765227817188534643,-9.413,-5.384,-0.571,-0.004708,0.087384,0.324831
1765227817214042937,-7.662,-6.987,-6.839,0.854376,0.0261,-0.002761
1765227817238426397,-5.067,-5.512,-1.706,0.300675,-0.038607,0.339285
1765227817263880649,-11.316,4.064,-10.016,0.171748,0.401821,-0.378384
1765227817288843443,-8.475,-5.871,-8.532,0.263896,0.232858,0.032821
1765227817314255154,-8.884,-2.945,-0.229,1.167735,0.239103,0.373895
1765227817338925155,-5.798,2.796,-0.936,0.140536,0.158848,0.048893
1765227817363980616,-5.351,-6.138,-6.328,0.364525,-0.074927,0.093456
1765227817388506284,-4.3,-3.799,-6.354,0.867934,-0.048881,-0.003815
1765227817413291160,-4.481,-0.794,-4.324,-0.322398,-0.173172,-0.306628
1765227817438204287,-6.517,-2.818,-2.81,-0.775244,-0.005346,-0.099166
1765227817463195914,-1.344,-3.056,-3.984,-0.332086,0.404406,0.206841
1765227817488126833,-6.834,-3.787,-1.663,0.628124,0.224174,0.363197
1765227817513292168,-5.78,1.692,0.401,0.346011,-0.059843,-0.057371
1765227817538466379,-5.244,-5.836,-10.538,1.113342,0.219351,0.031002
1765227817563190630,-6.663,-3.658,-2.321,0.042129,0.108944,-0.186468
1765227817588380549,-10.171,-4.527,-4.189,0.415715,0.046481,-0.003669
1765227817613043801,-10.919,-6.435,-2.391,-0.21037,0.310716,0.39053
1765227817638124178,-12.108,-2.478,-4.439,0.412761,0.104001,0.190246
1765227817663992557,-5.465,-0.806,-9.516,2.134248,0.323785,-0.216652
1765227817688360057,-10.174,-5.83,-0.895,0.013095,0.447953,-0.219634
1765227817714024686,-11.145,-8.02,-2.04,-1.441182,0.43117,0.230196
1765227817738972729,-1.656,-1.927,-0.029,0.348554,0.40734,-0.033674
1765227817763385438,-7.201,-0.991,-1.294,0.291274,0.33428,-0.02944
1765227817788267940,-15.733,-4.267,-3.985,0.291439,0.26221,0.406104
1765227817813151317,-8.394,-6.057,-4.043,0.231138,0.259091,0.052486
1765227817837828735,-12.0,-4.612,-7.447,0.619282,0.20082,0.20666
1765227817863166654,-17.91,-6.917,-4.117,0.553616,0.486984,0.592716
1765227817888019864,-5.181,5.879,7.209,1.009865,0.017549,-0.518095
1765227817913156325,-14.75,-6.654,-14.635,-0.034654,0.252173,0.101433
1765227817938146452,-6.021,-3.949,-4.29,0.31186,0.487863,0.149203
1765227817963397829,-8.14,-2.123,-3.885,1.235636,0.026052,0.442898
1765227817988151998,-7.059,-5.792,-2.808,-0.148836,0.048878,0.314614
1765227818014144126,-12.289,-7.569,-2.822,-0.283223,0.368244,0.205408
1765227818038345752,-2.902,-0.266,1.877,0.847746,0.093037,0.029705
1765227818063801213,-12.793,-11.231,4.033,-0.450431,0.281293,0.524115
1765227818087966297,-8.695,-0.348,-7.397,-0.839693,0.283248,-0.010752
1765227818114228010,-15.353,-4.455,-17.774,1.08459,0.055927,0.034503
1765227818138407802,-6.297,-7.589,-5.436,-0.314087,-0.015602,0.277912
1765227818163558471,-8.04,-6.815,-4.499,-0.604054,0.197892,-0.110446
1765227818188636473,-15.333,-8.05,-8.592,-0.713306,0.365608,0.075556
1765227818213589267,-8.637,-3.661,-1.171,-0.833696,0.208815,-0.243653
1765227818238183851,-12.992,-6.985,-1.957,-0.494916,0.212173,-0.029482
1765227818263263729,-10.142,-5.311,-2.642,0.35304,0.086825,0.349921
1765227818288224647,-9.006,-1.473,-3.826,0.435937,0.068644,-0.064941
1765227818313491400,-6.182,-1.772,-4.611,0.501255,-0.094404,-0.050815
1765227818338014984,-14.678,-5.616,-3.596,-0.457255,0.089779,-0.049429
1765227818363361987,-5.498,-2.726,-4.159,0.161746,-0.107402,-0.057628
1765227818388139155,-10.307,-1.857,-2.235,-0.058907,-0.075946,0.053842
1765227818413220824,-12.538,-4.202,-2.533,0.458879,-0.041155,0.197123
1765227818438304784,-4.606,-2.752,-7.76,-0.077307,-0.337472,-0.110343
1765227818462988994,-4.092,-2.735,2.144,0.133371,-0.205559,-0.087415
1765227818487934705,-3.356,-3.666,1.831,0.059818,-0.193735,0.096953
1765227818512776540,-6.408,-5.228,-9.089,-0.123399,-0.093998,-0.143192
1765227818538592001,-9.945,-3.621,-3.54,-0.475143,-0.116027,-0.225904
1765227818562738835,-7.436,-3.844,-2.905,-0.220515,-0.17581,-0.20851
1765227818587678212,-12.088,-4.519,-5.94,-0.687907,-0.208126,-0.233231
1765227818612638922,-3.307,-4.04,-5.448,0.014187,-0.383229,-0.174607
1765227818637596174,-7.099,-1.73,2.391,0.247021,-0.084925,0.150618
1765227818662577010,-17.635,-4.262,-6.448,-0.927462,-0.223008,-0.612896
1765227818687551137,-7.852,-10.395,-10.478,-0.567217,-0.348465,-0.178811
1765227818713958891,-6.365,-8.668,-4.763,-0.954706,-0.405549,-0.079824
1765227818737999392,-5.353,-6.567,-2.918,-1.398952,-0.166036,-0.44589
1765227818763649603,-6.611,0.207,-4.933,0.225165,-0.492303,-0.389654
1765227818788852605,-8.358,-6.856,-3.787,-0.647759,-0.332002,-0.434983
1765227818814211775,-9.179,-3.284,-5.032,-0.792154,-0.443935,-0.495326
1765227818838689818,-8.258,-4.923,-5.042,-0.555736,-0.370837,-0.380486
1765227818863715861,-9.322,-4.892,-4.95,-0.78,-0.067217,-0.54771
1765227818889296323,-7.731,-5.641,-7.11,-1.280681,-0.186272,-0.433823
1765227818914024199,-10.02,-6.166,-2.617,-0.420632,-0.270058,-0.11139
1765227818938991160,-2.995,-5.109,0.276,-1.104002,-0.116491,-0.450452
1765227818964090453,-15.099,-12.336,-17.062,-1.000546,-0.192263,-0.183797
1765227818988388454,-8.426,-3.088,-3.721,-0.964362,-0.497745,-0.468435
1765227819013955332,-14.802,-6.594,-5.766,-1.214176,-0.331844,-0.443254
1765227819038627250,-5.218,-1.281,-3.161,0.555652,-0.494546,-0.342594
1765227819063291044,-4.786,-2.403,-5.97,-0.323941,-0.422279,-0.430593
1765227819089041255,-5.525,0.335,-4.316,-0.846698,-0.573957,-0.470477
1765227819113252423,-8.373,-6.857,-3.895,-0.900424,-0.285606,-0.127044
1765227819138599967,-9.654,-5.402,-8.848,-0.828433,-0.283081,-0.544176
1765227819163373552,-11.303,-4.502,-2.935,-0.765053,-0.336454,0.156998
1765227819188049262,-11.333,-3.417,-5.165,-1.189615,-0.174585,-0.40443
1765227819213554640,-10.102,-6.141,-4.302,-0.79524,-0.321774,-0.460715
1765227819238227891,-3.685,-1.728,-5.322,-0.354858,-0.547127,-0.298819
1765227819263368560,-7.267,-4.926,-4.438,-0.564982,-0.401043,-0.425896
1765227819288895146,-11.235,-4.142,-1.274,-1.321198,-0.423186,-0.49315
1765227819312981230,-8.375,-2.916,-2.357,-0.976561,-0.370864,-0.534622
1765227819338609275,-6.6,-4.852,-1.835,-1.043959,-0.332788,-0.427889
1765227819363462610,-3.036,0.026,-0.706,-0.942568,-0.492642,-0.623137
1765227819388197445,-4.881,-2.594,-1.063,-0.787654,-0.609742,-0.27593
1765227819413034863,-7.844,-6.008,-7.825,-0.172434,-0.35784,-0.201501
1765227819437834240,-4.295,1.689,-1.471,-0.943249,-0.415857,-0.781225
1765227819463096868,-8.826,-6.148,-1.039,-0.671989,-0.379594,-0.378371
1765227819487785078,-4.9,-3.821,-3.351,-0.71946,-0.414906,-0.443466
1765227819512947497,-4.796,0.701,-6.249,-0.675876,-0.687672,-0.398938
1765227819538001749,-12.169,-3.692,-5.871,-1.194528,-0.396455,-0.511973
1765227819563438502,-8.888,-4.719,-5.628,-0.729111,-0.3049,-0.319363
1765227819588039336,-4.03,-2.868,-2.301,-0.44944,-0.348862,-0.41661
1765227819613586673,-4.314,-1.741,-2.489,-0.838392,-0.658674,-0.272146
1765227819638659133,-8.703,-12.893,-9.047,-1.37134,-0.393723,0.029849
1765227819663679093,-10.52,0.513,2.165,-0.894545,-0.511976,-0.609082
1765227819689884681,-4.496,-6.566,-1.986,-0.963504,-0.283268,-0.481395
1765227819713702223,-17.554,-4.532,-6.006,-1.165508,-0.203691,-0.419977
1765227819738604141,-10.453,-0.929,-6.924,-0.585816,-0.372397,-0.333963
1765227819763295768,-14.579,-7.32,-6.915,-1.229349,-0.127821,-0.68857
1765227819789096479,-4.978,-7.017,-3.149,0.049507,-0.438282,-0.310325
1765227819813447022,-8.112,-5.685,-2.983,-0.831075,-0.24432,-0.443788
1765227819838089148,-4.296,-0.653,-4.143,-0.196623,-0.521157,-0.214818
1765227819863423151,-7.372,-4.544,-6.274,-0.505913,-0.319876,-0.387332
1765227819888065028,-6.35,-4.386,-3.474,-0.924113,-0.288846,-0.541322
1765227819913227197,-4.297,-4.118,-4.045,-0.402815,-0.428192,-0.341583
1765227819938069198,-8.913,-4.355,-1.754,-1.066841,-0.370555,-0.399474
1765227819963346493,-5.053,-1.621,-3.957,-0.631231,-0.271446,-0.429641
1765227819988736787,-7.256,-3.212,-3.868,-0.729322,-0.375306,-0.476776
1765227820013115038,-9.001,-4.559,-3.402,-0.870488,-0.101755,-0.303516
1765227820038276582,-7.401,-7.211,-4.215,-0.384167,-0.409378,-0.253084
1765227820063047750,-4.845,-0.343,-6.288,-0.50734,-0.411249,-0.376508
1765227820088380295,-12.054,0.712,-2.574,0.009587,-0.215159,-0.017049
1765227820113188963,-11.671,-1.67,-4.854,-0.327706,-0.147153,-0.154916
1765227820138125798,-7.789,-4.216,-3.61,-0.228808,-0.115896,-0.184821
1765227820163125842,-8.241,-2.065,-6.865,-0.282162,-0.160613,-0.06885
1765227820188314969,-12.24,-6.488,-11.038,0.323676,-0.116601,-0.414239
1765227820213225680,-5.168,-5.421,-0.89,-0.824878,-0.23532,-0.356517
1765227820238476182,-6.967,-3.696,-3.073,-0.456518,-0.267568,0.096089
1765227820262731766,-11.563,-2.578,-3.931,0.334495,-0.327448,0.184571
1765227820287557726,-11.733,-3.248,-1.393,-0.502332,-0.086656,-0.516972
1765227820314273190,-10.504,-2.279,-4.983,-0.078281,-0.069322,0.009745
1765227820337628064,-9.318,-2.382,-2.376,-0.104352,0.041263,-0.203129
1765227820363564234,-6.959,-7.064,-8.365,-0.123493,-0.129425,-0.178887
1765227820387447151,-12.476,-3.823,-4.935,-0.237183,0.242458,-0.142549
1765227820413370488,-7.762,-4.024,-3.748,-0.290419,0.006312,-0.111776
1765227820438229573,-7.052,-2.987,-6.813,-0.193199,0.001486,0.071693
1765227820463203951,-8.403,-4.015,-8.501,-0.100209,-0.067497,-0.038094
1765227820488183994,-8.459,-3.9,-2.462,-0.048966,-0.100705,-0.205446
1765227820513156496,-7.689,-1.46,-1.829,0.00112,-0.152377,-0.275993
1765227820538130207,-9.219,-10.127,-6.74,-0.226306,-0.150451,0.128427
1765227820563107584,-9.824,-0.349,-5.071,-0.049047,0.010875,-0.075833
1765227820588571420,-13.616,-5.389,-4.776,-0.337178,0.056971,0.00789
1765227820613624672,-6.243,-5.679,-6.369,0.037205,-0.147758,0.056331
1765227820638051006,-7.038,-4.28,-3.396,-0.983632,0.105211,-0.256385
1765227820662996717,-6.191,-1.142,-4.671,-0.151367,-0.121517,-0.096244
1765227820688423220,-10.346,-3.695,-4.413,0.142161,0.144817,0.135435
1765227820713091221,-3.316,-5.263,-6.163,-0.713049,0.074402,-0.227618
1765227820738514349,-7.633,-0.033,-0.726,0.178978,-0.142652,-0.203299
1765227820762991267,-10.172,-6.114,-6.301,-0.2458,-0.184984,-0.002125
1765227820788416561,-13.082,-5.435,-6.833,0.736639,-0.26351,0.15325
1765227820813735106,-9.669,-8.619,-8.306,-0.187924,0.032171,0.050758
1765227820837939648,-9.581,-4.116,-3.489,-0.23667,-0.039917,-0.009522
1765227820863725735,-7.32,-5.352,-7.116,0.009943,0.108729,-0.028737
1765227820888471153,-11.547,-5.011,-6.474,-0.511664,-0.035916,-0.11177
1765227820913550822,-4.281,-5.379,-0.512,-0.347362,0.021556,0.035699
1765227820938735783,-10.067,-5.309,-5.149,0.196871,-0.120061,0.03902
1765227820962826241,-9.466,-4.138,-5.197,0.008829,-0.060471,0.063156
1765227820988591703,-6.847,-1.723,-5.256,-0.075533,-0.139807,-0.043528
1765227821012642870,-13.408,-6.797,-7.934,-0.389396,0.046379,-0.189542
1765227821038289499,-8.249,-4.36,-1.896,-0.227978,-0.007973,-0.051617
1765227821064015877,-3.592,-2.472,-3.492,0.126429,-0.141317,0.028246
1765227821088099919,-8.311,0.021,-0.518,-0.052979,0.067095,0.00751
1765227821113643797,-7.546,-5.936,-5.64,-0.806852,-0.114515,-0.193301
1765227821138404382,-7.122,-4.164,-5.159,0.355785,-0.098348,0.136244
1765227821163508759,-8.431,-3.213,-3.243,-0.138493,-0.067019,-0.180995
1765227821188443511,-3.532,-2.189,-6.314,0.005013,-0.240455,-0.021483
1765227821213980806,-6.506,-3.095,-6.13,0.084362,-0.108606,-0.045683
1765227821239178475,-13.622,-2.287,-4.862,-0.331446,0.026797,0.054007
1765227821264248186,-13.782,-7.333,-7.84,-0.057133,-0.153613,-0.034773
1765227821288447353,-2.132,0.172,0.175,-0.338035,-0.047746,-0.122913
1765227821313711522,-7.762,-2.799,4.642,0.067567,0.09263,0.217168
